hex_id,weather_profile,step_policy,access_cost_m4_senior_min,access_cost_m4_senior_reachable,senior_vulnerability_m4,senior_vulnerable_m4,senior_hidden_m4,access_min_speed_very_slow,access_min_speed_slow,access_min_speed_base,access_min_speed_optimistic
8930e0365bbffff,dry,steps_allowed,5.22649080505687,True,0.01629658179186747,False,False,6.719773892215977,5.879802155688979,5.22649080505687,4.396113761262788
8930e0365c3ffff,dry,steps_allowed,2.56002753879957,True,0.006085053736593624,False,False,3.2914639784565902,2.8800309811495164,2.56002753879957,2.153294191513657
8930e0365c7ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e0365cfffff,dry,steps_allowed,1.4432948766752363,True,0.0017176140087695698,False,False,1.8556648414395895,1.6237067362596407,1.4432948766752363,1.2139863448670212
8930e0365d3ffff,dry,steps_allowed,2.190247811968929,True,0.007128806653927577,False,False,2.8160329011029086,2.464028788465045,2.190247811968929,1.8422645147402203
8930e0365d7ffff,dry,steps_allowed,4.485340117172074,True,0.01787809762232809,False,False,5.766865864935523,5.046007631818583,4.485340117172074,3.7727159864064173
8930e0365dbffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e036803ffff,dry,steps_allowed,6.378572346298127,True,0.009473513047377749,False,False,8.201021588097593,7.175893889585393,6.378572346298127,5.365154309970388
8930e036807ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e036813ffff,dry,steps_allowed,2.6174158330280712,True,0.003887166848531054,False,False,3.365248928178949,2.9445928121565803,2.6174158330280712,2.2015647193694057
8930e036817ffff,dry,steps_allowed,3.6322045921857846,True,0.005394707189723091,False,False,4.669977332810295,4.086230166209008,3.6322045921857846,3.0551253579132767
8930e03681bffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e03683bffff,dry,steps_allowed,0.23986778328551214,True,0.00046178045211161183,False,False,0.30840143565280137,0.26985125619620115,0.23986778328551214,0.2017579485579074
8930e036847ffff,dry,steps_allowed,7.195668469919801,True,0.010686579061708364,False,False,9.251573747039744,8.095127028659777,7.195668469919801,6.052431423297029
8930e03684fffff,dry,steps_allowed,4.489052742974891,True,0.006666720584673298,False,False,5.771639240967718,5.050184335846753,4.489052742974891,3.775838755773273
8930e036857ffff,dry,steps_allowed,3.6342374132166437,True,0.00539701645211022,False,False,4.672590959849971,4.088517089868724,3.6342374132166437,3.0568352073784855
8930e036877ffff,dry,steps_allowed,2.527461925769862,True,0.00405665878208019,False,False,3.249593904561251,2.8433946664910947,2.527461925769862,2.125902554385865
8930e03687bffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e036883ffff,dry,steps_allowed,5.079953525606027,True,0.01966854902573373,False,False,6.531368818636321,5.714947716306781,5.079953525606027,4.272858105649929
8930e036893ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e03689bffff,dry,steps_allowed,3.5971856179735244,True,0.0053415718132561315,False,False,4.624952937394532,4.046833820220215,3.5971856179735244,3.0256701459590394
8930e0368abffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
